customer_author,customer_text,company_author,company_reply,customer_clean,company_clean,thread_text
117229,Hey @117230 why no HD service on @116136 tonight?,comcastcares,"@117229 Hello, Ron! Just checking in to see if you are still experiencing XFINITY HD service issues. -GO",Hey why no HD service on tonight?,"Hello, Ron! Just checking in to see if you are still experiencing XFINITY HD service issues. -GO","Hey why no HD service on tonight? | Hello, Ron! Just checking in to see if you are still experiencing XFINITY HD service issues. -GO"
117231,Hi @comcastcares. I pay for 150+... https://t.co/dmYR1A2Od2,comcastcares,"@117231 Hello, Jared! Just checking in to see if you are still experiencing XFINITY Internet services issues. -GO",Hi . I pay for 150+...,"Hello, Jared! Just checking in to see if you are still experiencing XFINITY Internet services issues. -GO","Hi . I pay for 150+... | Hello, Jared! Just checking in to see if you are still experiencing XFINITY Internet services issues. -GO"
117232,@comcastcares You can't. That's why I cancelled my service. #anotheronebitesthedust,comcastcares,@117232 I am sorry to hear that. If there is anything else you need in the future please feel free to reach out to us here.-YE,You can't. That's why I cancelled my service.,I am sorry to hear that. If there is anything else you need in the future please feel free to reach out to us here.-YE,You can't. That's why I cancelled my service. | I am sorry to hear that. If there is anything else you need in the future please feel free to reach out to us here.-YE
117232,@116136 Too bad they are stuck with the worst customer service,comcastcares,"@117232 Good evening, how can I help you? -YE",Too bad they are stuck with the worst customer service,"Good evening, how can I help you? -YE","Too bad they are stuck with the worst customer service | Good evening, how can I help you? -YE"
117233,You're not fooling me @116136 I know the typing I hear when I talk to your robot is a sound effect.,comcastcares,@117233 Are you having a billing or service issue that I can assist you with today? -VG,You're not fooling me I know the typing I hear when I talk to your robot is a sound effect.,Are you having a billing or service issue that I can assist you with today? -VG,You're not fooling me I know the typing I hear when I talk to your robot is a sound effect. | Are you having a billing or service issue that I can assist you with today? -VG
117234,@comcastcares Does not appear that Comcast is too concerned. I’ve heard zero from Comcast!,comcastcares,"@117234 Hi, I can definitely look into what's going on! Can you send us a DM with your service address? -MT",Does not appear that Comcast is too concerned. I’ve heard zero from Comcast!,"Hi, I can definitely look into what's going on! Can you send us a DM with your service address? -MT","Does not appear that Comcast is too concerned. I’ve heard zero from Comcast! | Hi, I can definitely look into what's going on! Can you send us a DM with your service address? -MT"
117234,"@ComcastCares
#mobile_Care I received a box. I will not open it. I ordered nothing.",comcastcares,"@117234 Hello, I apologize if this was sent in error. Can you please DM us and we can take a look at what was sent? -EG",I received a box. I will not open it. I ordered nothing.,"Hello, I apologize if this was sent in error. Can you please DM us and we can take a look at what was sent? -EG","I received a box. I will not open it. I ordered nothing. | Hello, I apologize if this was sent in error. Can you please DM us and we can take a look at what was sent? -EG"
117386,"@ComcastCares
#mobile_CareXI no signal on my modem, please fix.",comcastcares,"@117386 Hello, I apologize for the delayed reply. Are you still having issues with your internet at this time? -JW","no signal on my modem, please fix.","Hello, I apologize for the delayed reply. Are you still having issues with your internet at this time? -JW","no signal on my modem, please fix. | Hello, I apologize for the delayed reply. Are you still having issues with your internet at this time? -JW"
117387,@comcastcares the internet came back up late last night. Thank you,comcastcares,"@117387 Great, please reach out to us if you have any questions or concerns in the future. –Jules",the internet came back up late last night. Thank you,"Great, please reach out to us if you have any questions or concerns in the future. –Jules","the internet came back up late last night. Thank you | Great, please reach out to us if you have any questions or concerns in the future. –Jules"
117387,@comcastcares same. no wifi in Ballard. When can we expect to have it up again? I got work to do https://t.co/K5QFbjpWfu,comcastcares,"@117387 Hello, I would like to help. Are you still experiencing issues? -Jules",same. no wifi in Ballard. When can we expect to have it up again? I got work to do,"Hello, I would like to help. Are you still experiencing issues? -Jules","same. no wifi in Ballard. When can we expect to have it up again? I got work to do | Hello, I would like to help. Are you still experiencing issues? -Jules"
